id	taxid	organism_name	infraspecific_name	file	ncbi_taxid	kingdom	phylum	class	order	family	genus	species
GCF_000525655.1	1451189	Corynebacterium falsenii DSM 44353	strain=BL 8171	models/c/corynebacterium/Corynebacterium_falsenii_DSM_44353_BL_8171.xml.gz	1451189	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Corynebacterium	s__Corynebacterium falsenii
GCF_001054945.1	108486	Corynebacterium falsenii	strain=355_CFAL	models/c/corynebacterium/Corynebacterium_falsenii_355_CFAL.xml.gz	108486	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Corynebacterium	s__Corynebacterium falsenii_A
GCF_000378005.1	1259795	Coprothermobacter platensis DSM 11748	strain=DSM 11748	models/c/coprothermobacter/Coprothermobacter_platensis_DSM_11748.xml.gz	1259795	d__Bacteria	p__Coprothermobacterota	c__Coprothermobacteria	o__Coprothermobacterales	f__Coprothermobacteraceae	g__Coprothermobacter	s__Coprothermobacter platensis
GCF_000368825.1	981336	Acinetobacter ursingii DSM 16037 = CIP 107286	strain=CIP 107286	models/a/acinetobacter/Acinetobacter_ursingii_DSM_16037_CIP_107286.xml.gz	981336	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter ursingii
GCF_001971565.1	108981	Acinetobacter schindleri	strain=ACE	models/a/acinetobacter/Acinetobacter_schindleri_ACE.xml.gz	108981	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter schindleri
GCF_900176285.1	1121390	Desulfacinum hydrothermale DSM 13146	strain=DSM 13146	models/d/desulfacinum/Desulfacinum_hydrothermale_DSM_13146.xml.gz	1121390	d__Bacteria	p__Desulfobacterota	c__Syntrophobacteria	o__Syntrophobacterales	f__DSM-9756	g__Desulfacinum	s__Desulfacinum hydrothermale
GCF_000426925.1	553470	Dolichospermum circinale AWQC310F	strain=AWQC310F	models/d/dolichospermum/Dolichospermum_circinale_AWQC310F.xml.gz	553470	d__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Cyanobacteriales	f__Nostocaceae	g__Dolichospermum	s__Dolichospermum circinale
GCF_000426305.1	1120998	Anaerovorax odorimutans DSM 5092	strain=DSM 5092	models/a/anaerovorax/Anaerovorax_odorimutans_DSM_5092.xml.gz	1120998	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__Anaerovorax	s__Anaerovorax odorimutans
GCF_000482505.1	1122173	Leptotrichia trevisanii DSM 22070	strain=DSM 22070	models/l/leptotrichia/Leptotrichia_trevisanii_DSM_22070.xml.gz	1122173	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Leptotrichiaceae	g__Leptotrichia	s__Leptotrichia trevisanii
GCF_001552555.1	1348638	Nocardiopsis trehalosi NBRC 14201	strain=NBRC 14201	models/n/nocardiopsis/Nocardiopsis_trehalosi_NBRC_14201.xml.gz	1348638	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Streptosporangiales	f__Streptosporangiaceae	g__Nocardiopsis_B	s__Nocardiopsis_B trehalosi
GCF_001936235.1	109790	Lactobacillus jensenii	strain=SNUV360	models/l/lactobacillus/Lactobacillus_jensenii_SNUV360.xml.gz	109790	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus jensenii
GCF_000017145.1	366394	Sinorhizobium medicae WSM419	strain=WSM419	models/s/sinorhizobium/Sinorhizobium_medicae_WSM419.xml.gz	366394	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Sinorhizobium	s__Sinorhizobium medicae
GCF_000015305.1	350058	Mycobacterium vanbaalenii PYR-1	strain=PYR-1	models/m/mycobacterium/Mycobacterium_vanbaalenii_PYR_1.xml.gz	350058	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Mycobacterium	s__Mycobacterium austroafricanum
GCF_000938265.1	110935	Agreia bicolorata	strain=VKM Ac-1804	models/a/agreia/Agreia_bicolorata_VKM_Ac_1804.xml.gz	110935	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Microbacteriaceae	g__Agreia	s__Agreia bicolorata
GCF_001553565.1	111015	Actinomyces radicidentis	strain=CCUG 36733	models/a/actinomyces/Actinomyces_radicidentis_CCUG_36733.xml.gz	111015	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces	s__Actinomyces radicidentis
GCF_000224085.1	886377	Muricauda ruestringensis DSM 13258	strain=DSM 13258	models/m/muricauda/Muricauda_ruestringensis_DSM_13258.xml.gz	886377	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Muricauda	s__Muricauda ruestringensis
GCF_000273375.1	1095900	Bartonella birtlesii IBS 325	strain=IBS 325	models/b/bartonella/Bartonella_birtlesii_IBS_325.xml.gz	1095900	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales_A	f__Rhizobiaceae_A	g__Bartonella	s__Bartonella birtlesii
GCF_000298215.1	1184609	Kineosphaera limosa NBRC 100340	strain=NBRC 100340	models/k/kineosphaera/Kineosphaera_limosa_NBRC_100340.xml.gz	1184609	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Dermatophilaceae	g__Kineosphaera	s__Kineosphaera limosa
GCF_000518265.1	1399798	Actinomadura oligospora ATCC 43269	strain=ATCC 43269	models/a/actinomadura/Actinomadura_oligospora_ATCC_43269.xml.gz	1399798	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Streptosporangiales	f__Streptosporangiaceae	g__Spirillospora	s__Spirillospora oligospora
GCF_900101915.1	112002	Psychrobacter pacificensis	strain=DSM 23406	models/p/psychrobacter/Psychrobacter_pacificensis_DSM_23406.xml.gz	112002	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Psychrobacter	s__Psychrobacter pacificensis
GCF_000510805.1	1111732	Ignatzschineria larvae DSM 13226	strain=DSM 13226	models/i/ignatzschineria/Ignatzschineria_larvae_DSM_13226.xml.gz	1111732	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cardiobacteriales	f__Wohlfahrtiimonadaceae	g__Ignatzschineria	s__Ignatzschineria larvae
GCF_900129355.1	112248	Seinonella peptonophila	strain=DSM 44666	models/s/seinonella/Seinonella_peptonophila_DSM_44666.xml.gz	112248	d__Bacteria	p__Firmicutes	c__Bacilli	o__Thermoactinomycetales	f__Thermoactinomycetaceae	g__Seinonella	s__Seinonella peptonophila
GCF_900115345.1	112413	Amycolatopsis rubida	strain=DSM 44637	models/a/amycolatopsis/Amycolatopsis_rubida_DSM_44637.xml.gz	112413	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Pseudonocardiaceae	g__Amycolatopsis	s__Amycolatopsis rubida
GCF_900101845.1	112900	Sporomusa acidovorans	strain=Mol	models/s/sporomusa/Sporomusa_acidovorans_Mol.xml.gz	112900	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Sporomusales	f__Sporomusaceae	g__Sporomusa	s__Sporomusa acidovorans
GCF_900176355.1	112901	Sporomusa malonica	strain=DSM 5090	models/s/sporomusa/Sporomusa_malonica_DSM_5090.xml.gz	112901	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Sporomusales	f__Sporomusaceae	g__Sporomusa	s__Sporomusa malonica
GCF_002189065.1	113268	Bathymodiolus platifrons methanotrophic gill symbiont	strain=HPD1508-B01-01	models/b/bathymodiolus/Bathymodiolus_platifrons_methanotrophic_gill_symbiont_HPD1508_B01_01.xml.gz	113268	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Methylococcales	f__Methylomonadaceae	g__Methyloprofundus	s__Methyloprofundus sp002189065
GCF_000185505.1	887929	Pseudoramibacter alactolyticus ATCC 23263	strain=ATCC 23263	models/p/pseudoramibacter/Pseudoramibacter_alactolyticus_ATCC_23263.xml.gz	887929	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Eubacteriales	f__Eubacteriaceae	g__Pseudoramibacter	s__Pseudoramibacter alactolyticus
GCF_900104725.1	113562	Actinoplanes derwentensis	strain=DSM 43941	models/a/actinoplanes/Actinoplanes_derwentensis_DSM_43941.xml.gz	113562	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Micromonosporaceae	g__Actinoplanes	s__Actinoplanes derwentensis
GCF_000379645.1	1120949	Actinoplanes globisporus DSM 43857	strain=DSM 43857	models/a/actinoplanes/Actinoplanes_globisporus_DSM_43857.xml.gz	1120949	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Micromonosporaceae	g__Actinoplanes	s__Actinoplanes globisporus
GCF_000962825.1	113571	Actinoplanes rectilineatus	strain=NRRL B-16090	models/a/actinoplanes/Actinoplanes_rectilineatus_NRRL_B_16090.xml.gz	113571	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Micromonosporaceae	g__Actinoplanes	s__Actinoplanes rectilineatus
GCF_001438725.1	114090	Pediococcus inopinatus	strain=DSM 20285	models/p/pediococcus/Pediococcus_inopinatus_DSM_20285.xml.gz	114090	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Pediococcus	s__Pediococcus inopinatus
GCF_000308675.1	1206734	Nocardia paucivorans NBRC 100373	strain=NBRC 100373	models/n/nocardia/Nocardia_paucivorans_NBRC_100373.xml.gz	1206734	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Nocardia	s__Nocardia paucivorans
GCF_000022085.1	460265	Methylobacterium nodulans ORS 2060	strain=ORS 2060	models/m/methylobacterium/Methylobacterium_nodulans_ORS_2060.xml.gz	460265	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Methylobacterium	s__Methylobacterium nodulans
GCF_000621485.1	1408422	Alkaliphilus transvaalensis ATCC 700919	strain=ATCC 700919	models/a/alkaliphilus/Alkaliphilus_transvaalensis_ATCC_700919.xml.gz	1408422	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Peptostreptococcales	f__Natronincolaceae	g__Alkaliphilus	s__Alkaliphilus transvaalensis
GCF_000380105.1	1123311	Streptococcus orisratti DSM 15617	strain=DSM 15617	models/s/streptococcus/Streptococcus_orisratti_DSM_15617.xml.gz	1123311	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus orisratti
GCF_000280865.1	1160718	Streptomyces auratus AGR0001	strain=AGR0001	models/s/streptomyces/Streptomyces_auratus_AGR0001.xml.gz	1160718	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces sioyaensis
GCF_000712175.1	1408457	Mycoplasma columbinum ATCC 29257	strain=ATCC 29257	models/m/mycoplasma/Mycoplasma_columbinum_ATCC_29257.xml.gz	1408457	d__Bacteria	p__Firmicutes	c__Bacilli	o__Mycoplasmatales	f__Metamycoplasmataceae	g__Mycoplasmopsis	s__Mycoplasmopsis columbina
GCF_000687815.1	1408459	Mycoplasma elephantis ATCC 51980	strain=ATCC 51980	models/m/mycoplasma/Mycoplasma_elephantis_ATCC_51980.xml.gz	1408459	d__Bacteria	p__Firmicutes	c__Bacilli	o__Mycoplasmatales	f__Metamycoplasmataceae	g__Mycoplasma_H	s__Mycoplasma_H elephantis
GCF_000686585.1	1408465	Mycoplasma lipofaciens ATCC 35015	strain=ATCC 35015	models/m/mycoplasma/Mycoplasma_lipofaciens_ATCC_35015.xml.gz	1408465	d__Bacteria	p__Firmicutes	c__Bacilli	o__Mycoplasmatales	f__Metamycoplasmataceae	g__Mycoplasmopsis	s__Mycoplasmopsis lipofaciens
GCF_000712185.1	1408466	Mycoplasma opalescens ATCC 27921	strain=ATCC 27921	models/m/mycoplasma/Mycoplasma_opalescens_ATCC_27921.xml.gz	1408466	d__Bacteria	p__Firmicutes	c__Bacilli	o__Mycoplasmatales	f__Metamycoplasmataceae	g__Mycoplasmopsis	s__Mycoplasmopsis opalescens
GCF_900089125.1	114977	Mycobacterium acapulcensis	strain=CSURP1424	models/m/mycobacterium/Mycobacterium_acapulcensis_CSURP1424.xml.gz	114977	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Mycobacterium	s__Mycobacterium lehmannii
GCF_001552235.1	1220567	Actinomadura rubrobrunea NBRC 15275	strain=NBRC 15275	models/a/actinomadura/Actinomadura_rubrobrunea_NBRC_15275.xml.gz	1220567	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Streptosporangiales	f__Streptosporangiaceae	g__Actinomadura_B	s__Actinomadura_B viridilutea
GCF_900114035.1	115433	Amycolatopsis sacchari	strain=DSM 44468	models/a/amycolatopsis/Amycolatopsis_sacchari_DSM_44468.xml.gz	115433	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Pseudonocardiaceae	g__Amycolatopsis	s__Amycolatopsis sacchari
GCF_000421285.1	1304886	Desulfotignum balticum DSM 7044	strain=DSM 7044	models/d/desulfotignum/Desulfotignum_balticum_DSM_7044.xml.gz	1304886	d__Bacteria	p__Desulfobacterota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfobacteraceae	g__Desulfotignum	s__Desulfotignum balticum
GCF_000425905.1	1122152	Lactobacillus psittaci DSM 15354	strain=DSM 15354	models/l/lactobacillus/Lactobacillus_psittaci_DSM_15354.xml.gz	1122152	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus psittaci
GCF_900104745.1	117157	Actinopolymorpha singaporensis	strain=DSM 22024	models/a/actinopolymorpha/Actinopolymorpha_singaporensis_DSM_22024.xml.gz	117157	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Propionibacteriales	f__Actinopolymorphaceae	g__Actinopolymorpha	s__Actinopolymorpha singaporensis
GCF_000013985.1	317655	Sphingopyxis alaskensis RB2256	strain=RB2256	models/s/sphingopyxis/Sphingopyxis_alaskensis_RB2256.xml.gz	317655	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis alaskensis
GCF_000025725.1	522772	Denitrovibrio acetiphilus DSM 12809	strain=DSM 12809	models/d/denitrovibrio/Denitrovibrio_acetiphilus_DSM_12809.xml.gz	522772	d__Bacteria	p__Deferribacterota	c__Deferribacteres	o__Deferribacterales	f__Denitrovibrionaceae	g__Denitrovibrio	s__Denitrovibrio acetiphilus
GCF_000478195.2	1348334	Lyngbya aestuarii BL J	strain=BL J	models/l/lyngbya/Lyngbya_aestuarii_BL_J.xml.gz	1348334	d__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Cyanobacteriales	f__Microcoleaceae	g__Lyngbya	s__Lyngbya aestuarii
GCF_000317105.1	56110	Oscillatoria acuminata PCC 6304	strain=PCC 6304	models/o/oscillatoria/Oscillatoria_acuminata_PCC_6304.xml.gz	56110	d__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Cyanobacteriales	f__Oscillatoriaceae	g__Oscillatoria	s__Oscillatoria acuminata
GCF_000210375.1	696747	Arthrospira platensis NIES-39	strain=NIES-39	models/a/arthrospira/Arthrospira_platensis_NIES_39.xml.gz	696747	d__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Cyanobacteriales	f__Microcoleaceae	g__Limnospira	s__Limnospira platensis
GCF_000177375.1	679192	Bulleidia extructa W1219	strain=W1219	models/b/bulleidia/Bulleidia_extructa_W1219.xml.gz	679192	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Bulleidia	s__Bulleidia extructa
GCF_900167375.1	118967	Anaerorhabdus furcosa	strain=ATCC 25662	models/a/anaerorhabdus/Anaerorhabdus_furcosa_ATCC_25662.xml.gz	118967	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Anaerorhabdus	s__Anaerorhabdus furcosa
GCF_900102945.1	119000	Halomonas muralis	strain=DSM 14789	models/h/halomonas/Halomonas_muralis_DSM_14789.xml.gz	119000	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Halomonadaceae	g__Halomonas_C	s__Halomonas_C muralis
GCF_001543145.1	119206	Aerococcus sanguinicola	strain=CCUG43001	models/a/aerococcus/Aerococcus_sanguinicola_CCUG43001.xml.gz	119206	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Aerococcus	s__Aerococcus sanguinicola
GCF_000196015.1	266264	Cupriavidus metallidurans CH34	strain=CH34	models/c/cupriavidus/Cupriavidus_metallidurans_CH34.xml.gz	266264	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Cupriavidus	s__Cupriavidus metallidurans
GCF_000772915.1	1000562	Streptococcus phocae subsp. salmonis	strain=C-4	models/s/streptococcus/Streptococcus_phocae_subsp_salmonis_C_4.xml.gz	1000562	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus phocae
GCF_000217815.1	688269	Pseudothermotoga thermarum DSM 5069	strain=DSM 5069	models/p/pseudothermotoga/Pseudothermotoga_thermarum_DSM_5069.xml.gz	688269	d__Bacteria	p__Thermotogota	c__Thermotogae	o__Thermotogales	f__DSM-5069	g__Pseudothermotoga	s__Pseudothermotoga thermarum
GCF_000014965.1	335543	Syntrophobacter fumaroxidans MPOB	strain=MPOB	models/s/syntrophobacter/Syntrophobacter_fumaroxidans_MPOB.xml.gz	335543	d__Bacteria	p__Desulfobacterota	c__Syntrophobacteria	o__Syntrophobacterales	f__Syntrophobacteraceae	g__Syntrophobacter	s__Syntrophobacter fumaroxidans
GCF_900112485.1	119641	Clostridium uliginosum	strain=DSM 12992	models/c/clostridium/Clostridium_uliginosum_DSM_12992.xml.gz	119641	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium uliginosum
GCF_000382225.1	1121953	Hymenobacter aerophilus DSM 13606	strain=DSM 13606	models/h/hymenobacter/Hymenobacter_aerophilus_DSM_13606.xml.gz	1121953	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Hymenobacteraceae	g__Hymenobacter	s__Hymenobacter aerophilus
GCF_000192865.1	717774	Marinomonas mediterranea MMB-1	strain=MMB-1	models/m/marinomonas/Marinomonas_mediterranea_MMB_1.xml.gz	717774	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Marinomonadaceae	g__Marinomonas	s__Marinomonas mediterranea
GCF_001591285.1	1223531	Sphingobium cloacae NBRC 102517	strain=NBRC 102517	models/s/sphingobium/Sphingobium_cloacae_NBRC_102517.xml.gz	1223531	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium cloacae
GCF_900100775.1	120956	Facklamia miroungae	strain=ATCC BAA-466	models/f/facklamia/Facklamia_miroungae_ATCC_BAA_466.xml.gz	120956	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Facklamia	s__Facklamia miroungae
GCF_002101745.1	120959	Mycobacterium kubicae	strain=CIP 106428	models/m/mycobacterium/Mycobacterium_kubicae_CIP_106428.xml.gz	120959	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Mycobacterium	s__Mycobacterium kubicae
GCF_000017805.1	383372	Roseiflexus castenholzii DSM 13941	strain=DSM 13941	models/r/roseiflexus/Roseiflexus_castenholzii_DSM_13941.xml.gz	383372	d__Bacteria	p__Chloroflexota	c__Chloroflexia	o__Chloroflexales	f__Roseiflexaceae	g__Roseiflexus	s__Roseiflexus castenholzii
GCF_000745905.1	1121877	Ferrimicrobium acidiphilum DSM 19497	strain=DSM 19497	models/f/ferrimicrobium/Ferrimicrobium_acidiphilum_DSM_19497.xml.gz	1121877	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__Acidimicrobiales	f__Acidimicrobiaceae	g__Ferrimicrobium	s__Ferrimicrobium acidiphilum
GCF_000429105.1	1120946	Actinomyces suimastitidis DSM 15538	strain=DSM 15538	models/a/actinomyces/Actinomyces_suimastitidis_DSM_15538.xml.gz	1120946	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia	s__Pauljensenia suimastitidis
GCF_001541235.1	121290	Hyphomicrobium sulfonivorans	strain=WDL6	models/h/hyphomicrobium/Hyphomicrobium_sulfonivorans_WDL6.xml.gz	121290	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Hyphomicrobium_A	s__Hyphomicrobium_A sulfonivorans
GCF_001484605.1	121292	Pseudarthrobacter sulfonivorans	strain=Ar51	models/p/pseudarthrobacter/Pseudarthrobacter_sulfonivorans_Ar51.xml.gz	121292	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__Pseudarthrobacter	s__Pseudarthrobacter sulfonivorans_A
GCF_000367345.1	1219037	Sphingobium xenophagum NBRC 107872	strain=NBRC 107872	models/s/sphingobium/Sphingobium_xenophagum_NBRC_107872.xml.gz	1219037	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium xenophagum
GCF_001484065.1	121719	Pannonibacter phragmitetus	strain=31801	models/p/pannonibacter/Pannonibacter_phragmitetus_31801.xml.gz	121719	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Stappiaceae	g__Pannonibacter	s__Pannonibacter indicus
GCF_001870675.1	121821	Roseinatronobacter thiooxidans	strain=ALG1	models/r/roseinatronobacter/Roseinatronobacter_thiooxidans_ALG1.xml.gz	121821	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Roseinatronobacter	s__Roseinatronobacter thiooxidans
GCF_000430585.1	1120972	Alicyclobacillus herbarius DSM 13609	strain=DSM 13609	models/a/alicyclobacillus/Alicyclobacillus_herbarius_DSM_13609.xml.gz	1120972	d__Bacteria	p__Firmicutes	c__Bacilli	o__Alicyclobacillales	f__Alicyclobacillaceae	g__Alicyclobacillus_G	s__Alicyclobacillus_G herbarius
GCF_002015125.1	123822	[Haemophilus] felis	strain=CCUG 31170	models/h/haemophilus/Haemophilus_felis_CCUG_31170.xml.gz	123822	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Pasteurellaceae	g__Pasteurella	s__Pasteurella felis
GCF_000162575.1	537970	Helicobacter canadensis MIT 98-5491	strain=MIT 98-5491	models/h/helicobacter/Helicobacter_canadensis_MIT_98_5491.xml.gz	537970	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter_D	s__Helicobacter_D canadensis
GCF_900078695.1	123899	Bordetella trematum	strain=H044680328	models/b/bordetella/Bordetella_trematum_H044680328.xml.gz	123899	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Bordetella	s__Bordetella trematum
GCF_000621025.1	1121118	Brackiella oedipodis DSM 13743	strain=DSM 13743	models/b/brackiella/Brackiella_oedipodis_DSM_13743.xml.gz	1121118	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Brackiella	s__Brackiella oedipodis
